"occ"
"http://cedar.example.org/ns#hisco--1"
"http://cedar.example.org/ns#hisco--2"
"http://cedar.example.org/ns#hisco-01110"
"http://cedar.example.org/ns#hisco-01190"
"http://cedar.example.org/ns#hisco-01400"
"http://cedar.example.org/ns#hisco-02000"
"http://cedar.example.org/ns#hisco-02245"
"http://cedar.example.org/ns#hisco-03200"
"http://cedar.example.org/ns#hisco-03310"
"http://cedar.example.org/ns#hisco-03340"
"http://cedar.example.org/ns#hisco-03510"
"http://cedar.example.org/ns#hisco-04217"
"http://cedar.example.org/ns#hisco-04220"
"http://cedar.example.org/ns#hisco-04230"
"http://cedar.example.org/ns#hisco-06105"
"http://cedar.example.org/ns#hisco-06510"
"http://cedar.example.org/ns#hisco-06810"
"http://cedar.example.org/ns#hisco-07110"
"http://cedar.example.org/ns#hisco-07210"
"http://cedar.example.org/ns#hisco-07410"
"http://cedar.example.org/ns#hisco-07640"
"http://cedar.example.org/ns#hisco-08220"
"http://cedar.example.org/ns#hisco-12310"
"http://cedar.example.org/ns#hisco-13000"
"http://cedar.example.org/ns#hisco-13275"
"http://cedar.example.org/ns#hisco-13960"
"http://cedar.example.org/ns#hisco-14120"
"http://cedar.example.org/ns#hisco-14140"
"http://cedar.example.org/ns#hisco-14190"
"http://cedar.example.org/ns#hisco-15915"
"http://cedar.example.org/ns#hisco-15920"
"http://cedar.example.org/ns#hisco-16120"
"http://cedar.example.org/ns#hisco-16130"
"http://cedar.example.org/ns#hisco-16150"
"http://cedar.example.org/ns#hisco-16160"
"http://cedar.example.org/ns#hisco-16190"
"http://cedar.example.org/ns#hisco-16310"
"http://cedar.example.org/ns#hisco-17140"
"http://cedar.example.org/ns#hisco-17145"
"http://cedar.example.org/ns#hisco-18020"
"http://cedar.example.org/ns#hisco-19420"
"http://cedar.example.org/ns#hisco-19520"
"http://cedar.example.org/ns#hisco-19940"
"http://cedar.example.org/ns#hisco-20210"
"http://cedar.example.org/ns#hisco-21110"
"http://cedar.example.org/ns#hisco-21240"
"http://cedar.example.org/ns#hisco-21940"
"http://cedar.example.org/ns#hisco-21990"
"http://cedar.example.org/ns#hisco-22000"
"http://cedar.example.org/ns#hisco-22430"
"http://cedar.example.org/ns#hisco-22690"
"http://cedar.example.org/ns#hisco-30000"
"http://cedar.example.org/ns#hisco-31020"
"http://cedar.example.org/ns#hisco-31090"
"http://cedar.example.org/ns#hisco-33135"
"http://cedar.example.org/ns#hisco-33160"
"http://cedar.example.org/ns#hisco-33990"
"http://cedar.example.org/ns#hisco-36000"
"http://cedar.example.org/ns#hisco-36020"
"http://cedar.example.org/ns#hisco-36040"
